gene_id,class,toxin_family,CLP2057,CLP2065,CLP2068,CLP2071,CLP2105,CLP2109,CLP2137,KW1744,Average
Ccera-CLP2071ngen_Fused-1_ngenContig1303_-_CDS,Nontoxin,Nontoxin,1.21,9.76,7.71,136.89,6.35,0.91,11.66,5.38,22.48375
Ccera-CLP2057ext_SerThr2Ba_ngenContig746_-_CDS,Nontoxin,Nontoxin,20.58,29.94,18.36,24.77,6.43,21.85,37.7,20.15,22.4725
Ccera-CLP2057ext_VMA21_ngenContig2626_-_CDS,Nontoxin,Nontoxin,18.64,19.67,28.72,24.66,18.47,27.61,34.03,7.87,22.45875
Ccera-KW1109ngen_RNAPolyAssoc-RTF1_ngenContig123_-_CDS,Nontoxin,Nontoxin,12.85,30.09,19.84,20.89,12.93,18.33,24.78,39.95,22.4575
Ccera-CLP2065ngen_RepA32_ngenContig1774_-_CDS,Nontoxin,Nontoxin,16.64,34.56,27.55,20.57,14.4,19.55,26.71,19.4,22.4225
Ccera-CLP2071ngen_TIF-1b_ngenContig3933_-_CDS,Nontoxin,Nontoxin,0,0,0,103.76,0,75.52,0,0,22.41
Ccera-CLP2065ngen_NFkBRas2_ngenContig5294_-_CDS,Nontoxin,Nontoxin,20.65,26.36,35.49,12.51,15.67,8.61,29.69,30.1,22.385
Ccera-CLP2065ngen_AMPKin-g1_ngenContig4548_-_CDS,Nontoxin,Nontoxin,10.34,27.56,22.86,21.79,13.72,20.7,30.56,30.71,22.28
Ccera-CLP2137ngen_Syntaxin5_ngenContig3639_-_CDS,Nontoxin,Nontoxin,19.24,28.63,13.75,19.57,17.55,15.38,25.96,38.05,22.26625
Ccera-CLP2065ngen_LysophospholipidAcyltransferase1_ngenContig1580_-_CDS,Nontoxin,Nontoxin,9.53,25.84,18.09,10.7,37.87,34.98,30.22,10.75,22.2475
Ccera-CLP2065ngen_LysosomalAcidP_ngenContig6963_-_CDS,Nontoxin,Nontoxin,13.8,25.51,26.1,18.55,21.18,21.6,34.18,16.93,22.23125
Ccera-CLP2068ngen_FAM3D_ngenContig2449_-_CDS,Nontoxin,Nontoxin,11.86,12.7,31.34,27.12,5.81,19.92,53.91,14.84,22.1875
Ccera-CLP2057ext_BetaCentractin_ngenContig4415_-_CDS,Nontoxin,Nontoxin,16.04,24.79,31.24,14.98,25.22,24.31,27.48,13.33,22.17375
Ccera-CLP2057ext_Tumor-p53-11_ngenContig3992_-_CDS,Nontoxin,Nontoxin,29.2,27.55,24.73,21,11.09,12.31,27.14,24.35,22.17125
Ccera-CLP2071ngen_RWD-4_ngenContig3638_-_CDS,Nontoxin,Nontoxin,13.75,15.54,29.47,16.1,18.92,17.79,31.49,33.86,22.115
Ccera-CLP2071ngen_SF45_ngenContig6367_-_CDS,Nontoxin,Nontoxin,11.77,29.87,15.73,26.1,19.03,27.88,23.78,22.71,22.10875
Ccera-KW1109ngen_UbLigE3A_ngenContig3322_-_CDS,Nontoxin,Nontoxin,17.79,24.89,24.74,21.32,15.22,13.75,30.23,28.92,22.1075
Ccera-CLP2071ngen_mDienoylCoAisomerase_ngenContig6681_-_CDS,Nontoxin,Nontoxin,14.31,26.71,18.67,40.3,18.41,21.31,19.86,17.11,22.085
Ccera-CLP2065ngen_SqualeneSyn_ngenContig2268_-_CDS,Nontoxin,Nontoxin,5.45,39.89,9.47,13.24,14.78,22.55,52.88,18.22,22.06
Ccera-CLP2057ext_SFT2B_ngenContig750_-_CDS,Nontoxin,Nontoxin,17.3,30.03,30.95,9.13,19.5,20.55,29.71,19.21,22.0475
Ccera-CLP2109ngen_UbNTermHydrolaseL5_ngenContig1284_-_CDS,Nontoxin,Nontoxin,15.79,26.88,27.27,17.81,18.5,24.83,22.3,22.92,22.0375
Ccera-CLP2071ngen_Na-K-TransportingATPase-b3_ngenContig4657_-_CDS,Nontoxin,Nontoxin,15.78,18.39,17.78,26.46,9.55,11.51,38.06,38.63,22.02
Ccera-CLP2057ext_G6PI1_ngenContig906_-_CDS,Nontoxin,Nontoxin,28.06,17.91,34.32,16.65,16.07,18.6,21.41,23.01,22.00375
Ccera-CLP2065ngen_GeranylgeranylTrans-2b_ngenContig920_-_CDS,Nontoxin,Nontoxin,14.76,21.45,33.5,11.49,18.71,22.07,33.31,20.57,21.9825
Ccera-CLP2071ngen_ZF1_ngenContig6439_-_CDS,Nontoxin,Nontoxin,15.93,24.2,11.95,22.52,27.3,28.67,29.66,15.31,21.9425
Ccera-CLP2071ngen_SerineIncorp2_ngenContig1017_-_CDS,Nontoxin,Nontoxin,15.95,18.49,25.24,23.41,20.61,19.18,40.51,12.02,21.92625
Ccera-CLP2105ngen_DB1CUL4_ngenContig50_-_CDS,Nontoxin,Nontoxin,12.46,41.64,14.5,24.06,18.82,26.83,20.83,16.11,21.90625
Ccera-CLP2105ngen_RuvB1_ngenContig4477_-_CDS,Nontoxin,Nontoxin,7.62,33.39,20.52,27.52,18.96,25.48,23.66,17.47,21.8275
Ccera-CLP2065ngen_Thioredoxin-2_ngenContig5334_-_CDS,Nontoxin,Nontoxin,20.37,33.36,25.28,13.63,21.99,20.61,26.02,13.33,21.82375
Ccera-CLP2137ngen_TMP-144_ngenContig4923_-_CDS,Nontoxin,Nontoxin,11.28,20.23,21.54,23.66,20.81,16.8,33.67,26.51,21.8125
Ccera-KW1109ngen_NipSnap1_ngenContig7147_-_CDS,Nontoxin,Nontoxin,14.28,32.85,17.14,18.97,14.19,26.39,27.56,22.96,21.7925
Ccera-CLP2068ngen_Arfaptin1_ngenContig3477_-_CDS,Nontoxin,Nontoxin,18.68,25.24,32.66,23.43,18.01,22.75,16.08,17.37,21.7775
Ccera-CLP2065ngen_GrowthArrestDNADamage-GADD45_ngenContig450_-_CDS,Nontoxin,Nontoxin,11.46,42.19,25.7,24.57,11.59,17.09,25.71,15.52,21.72875
Ccera-CLP2057ext_HepatomaGF-3_ngenContig949_-_CDS,Nontoxin,Nontoxin,18,38.77,22.37,9.68,13.19,26.16,32.09,13.55,21.72625
Ccera-CLP2109ngen_TMP2-1_ngenContig3343_-_CDS,Nontoxin,Nontoxin,19.26,20.34,15.48,21.29,18.84,27.91,32.92,17.17,21.65125
Ccera-CLP2057ext_AHA1_ngenContig2205_-_CDS,Nontoxin,Nontoxin,20.79,24.53,29.12,17.56,16.8,21.97,33.79,8.45,21.62625
Ccera-CLP2068ngen_26SnonATPase11_ngenContig2550_-_CDS,Nontoxin,Nontoxin,16.34,22.41,35.11,6.19,20.75,14.18,45.24,12.46,21.585
Ccera-CLP2065ngen_ORM1-1_ngenContig1458_-_CDS,Nontoxin,Nontoxin,9.85,30.8,15.49,24.47,22.84,27.85,17.43,23.7,21.55375
Ccera-CLP2065ngen_WASH-CCDC53_ngenContig2469_-_CDS,Nontoxin,Nontoxin,18.63,25.39,30.34,15.17,14.83,16.77,31.81,19.35,21.53625
Ccera-CLP2065ngen_COP9-7a_ngenContig3576_-_CDS,Nontoxin,Nontoxin,12.1,38.4,20.22,23.82,13.79,21.34,21.91,20.64,21.5275
Ccera-CLP2137ngen_CoAReductase_ngenContig2582_-_CDS,Nontoxin,Nontoxin,13.61,19.3,15.92,11.36,17.3,17.21,60.45,16.56,21.46375
Ccera-CLP2105ngen_MannOligoGluc_ngenContig4089_-_CDS,Nontoxin,Nontoxin,27.27,22.24,4.71,18.57,26.31,34.11,25.87,11.7,21.3475
Ccera-CLP2071ngen_WD53_ngenContig2860_-_CDS,Nontoxin,Nontoxin,16.53,21.28,21.92,19.62,17.52,23.11,32.61,18.14,21.34125
Ccera-CLP2065ngen_TMP115_ngenContig1940_-_CDS,Nontoxin,Nontoxin,15,27.85,18.27,24.3,19.82,23.64,23.38,18.38,21.33
Ccera-CLP2068ngen_ExchangeTrans3_ngenContig3328_-_CDS,Nontoxin,Nontoxin,12.56,25.01,31.08,13.5,16.74,23.13,31.92,16.66,21.325
Ccera-CLP2105ngen_la-rel4_ngenContig1380_-_CDS,Nontoxin,Nontoxin,18.34,22.02,27.64,14.92,20.7,22.75,30.51,13.67,21.31875
Ccera-CLP2068ngen_TRIQK_ngenContig2260_-_CDS,Nontoxin,Nontoxin,9.21,22.58,28.6,19.25,13.46,22.38,31.14,23.69,21.28875
Ccera-CLP2065ngen_AP-3-mu1_ngenContig1193_-_CDS,Nontoxin,Nontoxin,15.74,41.2,25.05,21.1,17.33,15.03,17.56,17.26,21.28375
Ccera-CLP2071ngen_Mannosyltransferase_ngenContig4555_-_CDS,Nontoxin,Nontoxin,13.77,25.09,18.18,19.35,15.55,28.57,24.45,25.25,21.27625
Ccera-CLP2068ngen_TIF6_ngenContig3718_-_CDS,Nontoxin,Nontoxin,12.82,14.36,28.35,20.35,18.51,31.73,25.77,18.15,21.255
Ccera-KW1109ngen_KinC-d_ngenContig4613_-_CDS,Nontoxin,Nontoxin,22.66,20.39,26.95,17.69,18.21,17.33,21.54,25.2,21.24625
Ccera-CLP2057ext_NAATran3_ngenContig1762_-_CDS,Nontoxin,Nontoxin,18.95,13.29,15.66,26.18,14.02,22.5,28,30.69,21.16125
Ccera-CLP2068ngen_ArylacetamideDeacetylase_ngenContig1556_-_CDS,Nontoxin,Nontoxin,10.73,14.07,24.07,32.78,7.8,31.54,35.14,13.01,21.1425
Ccera-CLP2071ngen_Akirin2_ngenContig2999_-_CDS,Nontoxin,Nontoxin,14.9,32.43,14.19,20.93,19.5,17.6,24.92,24.54,21.12625
Ccera-CLP2057ext_C4orf29_ngenContig1852_-_CDS,Nontoxin,Nontoxin,20.89,19.25,29.79,14.17,22.56,24.07,23.18,15.06,21.12125
Ccera-CLP2057ext_rRNAMat_ngenContig2838_-_CDS,Nontoxin,Nontoxin,35.6,18.06,19.03,23.7,14.74,14.42,25.65,17.4,21.075
Ccera-CLP2057ext_mMethylmalonicAciduriaD_ngenContig3760_-_CDS,Nontoxin,Nontoxin,16.31,13.45,33.94,18.72,22.99,18.28,30.21,14.57,21.05875
Ccera-CLP2065ngen_Erlin2_ngenContig6018_-_CDS,Nontoxin,Nontoxin,17.99,22.12,32.51,12.84,19.47,20.85,20.39,22.23,21.05
Ccera-CLP2065ngen_MitChkBub3_ngenContig5908_-_CDS,Nontoxin,Nontoxin,12.11,28.13,19.84,20.29,18.63,25.05,27.9,16.36,21.03875
Ccera-KW1109ngen_e2FPhos_ngenContig4392_-_CDS,Nontoxin,Nontoxin,8.71,21.83,32.8,17.86,12.7,19.53,26.94,27.92,21.03625
Ccera-CLP2068ngen_COP9-1_ngenContig3934_-_CDS,Nontoxin,Nontoxin,13.48,28.78,24.84,19.18,19.71,23.21,25.9,13.11,21.02625
Ccera-CLP2065ngen_Coronin1B_ngenContig2862_-_CDS,Nontoxin,Nontoxin,13.23,36.46,21.01,22.88,16.36,19.94,19.72,18.57,21.02125
Ccera-CLP2109ngen_TropA3_ngenContig29_-_CDS,Nontoxin,Nontoxin,8.8,27.2,17.12,28.54,15.78,27.62,21.52,21.49,21.00875
Ccera-CLP2068ngen_WD40-SMU1_ngenContig211_-_CDS,Nontoxin,Nontoxin,13.33,23.43,30.93,19.93,16.82,19.67,25.4,18.54,21.00625
Ccera-CLP2071ngen_Tescalcin_ngenContig6939_-_CDS,Nontoxin,Nontoxin,11.41,26.62,9.5,34.02,8.16,23.15,35.93,19.21,21
Ccera-KW1109ngen_R-Ras2_ngenContig4802_-_CDS,Nontoxin,Nontoxin,19.53,24.93,17.02,15.42,15.59,24.01,29.58,21.68,20.97
Ccera-CLP2057ext_Ccd13_ngenContig623_-_CDS,Nontoxin,Nontoxin,25.76,6.99,3.69,17.63,25.09,36.51,44.76,6.51,20.8675
Ccera-CLP2057ext_ydjC_ngenContig2637_-_CDS,Nontoxin,Nontoxin,25.72,38.42,22.81,14.42,20.9,20.19,19.94,4.34,20.8425
Ccera-CLP2057ext_DPH3_ngenContig1746_-_CDS,Nontoxin,Nontoxin,31.46,10.31,43.57,23.94,13.05,6.94,21.81,15.5,20.8225
Ccera-CLP2109ngen_C1orf43-2_ngenContig4949_-_CDS,Nontoxin,Nontoxin,19.37,17.86,5.42,29.87,17.36,28.77,23.07,24.84,20.82
Ccera-CLP2057ext_ADP-ribosylArgHydrolase_ngenContig3537_-_CDS,Nontoxin,Nontoxin,19.99,26.3,24.6,14.09,19.69,20.73,23.72,17.42,20.8175
Ccera-CLP2071ngen_Bifunctional2_ngenContig1322_-_CDS,Nontoxin,Nontoxin,14.56,27.69,22,18.02,18.37,14.98,31.02,18.55,20.64875
Ccera-CLP2068ngen_C4orf43_ngenContig518_-_CDS,Nontoxin,Nontoxin,12.7,15.82,26.88,15.06,19.07,19.42,27.14,28.85,20.6175
Ccera-CLP2057ext_Follistatin1_ngenContig2948_-_CDS,Nontoxin,Nontoxin,24.38,21.99,29.78,9.36,13.18,23.67,23.38,18.98,20.59
Ccera-CLP2068ngen_Tetraspanin-1_ngenContig476_-_CDS,Nontoxin,Nontoxin,25.41,17.33,32.23,35.22,2.22,7.2,17.24,27.56,20.55125
Ccera-CLP2109ngen_SynaptosomalAssoc29_ngenContig3836_-_CDS,Nontoxin,Nontoxin,12.96,20.35,25.36,19.49,13.97,23.05,30.26,18.89,20.54125
Ccera-KW1109ngen_IntegrinKin_ngenContig2937_-_CDS,Nontoxin,Nontoxin,20.51,28.76,5.95,18.75,13.79,17.9,25.2,33.43,20.53625
Ccera-CLP2071ngen_Dynactin-5_ngenContig5561_-_CDS,Nontoxin,Nontoxin,3.57,16.7,11.92,22.59,22.52,36.48,30.98,19.39,20.51875
Ccera-CLP2057ext_TMP106C_ngenContig1699_-_CDS,Nontoxin,Nontoxin,18.2,21.91,17.22,21.62,17.92,21.04,23.46,22.43,20.475
Ccera-CLP2071ngen_LSM10_ngenContig2504_-_CDS,Nontoxin,Nontoxin,7.32,0,1.04,30.59,31.06,34.46,32.94,26.18,20.44875
Ccera-CLP2068ngen_PolyAPol-a_ngenContig2023_-_CDS,Nontoxin,Nontoxin,16.25,18.33,30.15,16.86,12.95,16.58,32.45,19.91,20.435
Ccera-CLP2109ngen_SurvivalMotorNeuron1_ngenContig1491_-_CDS,Nontoxin,Nontoxin,14.9,22.5,17.17,17.48,16.78,18.52,35.13,20.54,20.3775
Ccera-CLP2065ngen_NTermMethyltransferase_ngenContig2047_-_CDS,Nontoxin,Nontoxin,12.14,35.75,20.54,21.77,11.21,25.31,18.11,18.17,20.375
Ccera-CLP2105ngen_Acetyltransferase15_ngenContig1124_-_CDS,Nontoxin,Nontoxin,11.51,22.61,21.13,17,16.62,24.77,32.92,16.31,20.35875
Ccera-CLP2065ngen_RasSuppressor-1_ngenContig5070_-_CDS,Nontoxin,Nontoxin,11.99,34.98,35.55,10.73,13.93,8.58,25.72,20.9,20.2975
Ccera-CLP2071ngen_SaccharopineDH_ngenContig2163_-_CDS,Nontoxin,Nontoxin,8.95,24.97,23.22,44.17,7.42,18.37,16.1,18.93,20.26625
Ccera-CLP2109ngen_MCP_ngenContig5351_-_CDS,Nontoxin,Nontoxin,7.64,20.26,6.26,24.55,19.38,38.78,17.95,26.51,20.16625
Ccera-CLP2071ngen_RetinalDH1-2_ngenContig5901_-_CDS,Nontoxin,Nontoxin,1.66,23.1,27.39,34.24,7.77,11.15,30.38,25.4,20.13625
Ccera-CLP2065ngen_CD151Antigen_ngenContig4470_-_CDS,Nontoxin,Nontoxin,16.76,35.83,31.51,11.35,11.65,16.84,19.68,17.33,20.11875
Ccera-CLP2137ngen_PolypyrimidineBinding1_ngenContig439_-_CDS,Nontoxin,Nontoxin,12.41,18.17,26.98,12.01,16.62,19.25,35.05,20.41,20.1125
Ccera-CLP2137ngen_LeukemiaInh_ngenContig1761_-_CDS,Nontoxin,Nontoxin,13.42,27.13,24.86,8.56,12.4,15.31,33.76,25.39,20.10375
Ccera-CLP2065ngen_RING11_ngenContig7085_-_CDS,Nontoxin,Nontoxin,8.2,39.62,17.89,12.64,16.22,20.28,33.7,11.97,20.065
Ccera-CLP2068ngen_FKBP7_ngenContig3639_-_CDS,Nontoxin,Nontoxin,32.08,16.04,32.92,8.94,11.35,16.06,28.16,14.78,20.04125
Ccera-CLP2071ngen_FAM108A_ngenContig5055_-_CDS,Nontoxin,Nontoxin,15.65,37.64,10.79,23.22,16.32,19.86,16.28,20.06,19.9775
Ccera-CLP2137ngen_MOBKinAct-1B-2_ngenContig4444_-_CDS,Nontoxin,Nontoxin,13.02,33.92,16.08,16.47,17.58,13.01,26.27,23.33,19.96
Ccera-CLP2109ngen_Phosducin_ngenContig5311_-_CDS,Nontoxin,Nontoxin,10.38,28.66,7.47,19.18,14.07,23.53,27.5,28.88,19.95875
Ccera-CLP2065ngen_PARN_ngenContig2849_-_CDS,Nontoxin,Nontoxin,10.83,35.86,17.01,21.02,15.88,24.55,19.78,14.4,19.91625
Ccera-CLP2068ngen_mTIM21_ngenContig2353_-_CDS,Nontoxin,Nontoxin,19.58,27.57,27.13,16.91,9.98,20.59,21.31,16.22,19.91125
Ccera-CLP2109ngen_U1snRNPA_ngenContig4395_-_CDS,Nontoxin,Nontoxin,9.27,24.41,11.11,21.31,25.02,33.41,22.31,12.14,19.8725
Ccera-CLP2065ngen_Rab3_ngenContig6809_-_CDS,Nontoxin,Nontoxin,10.64,31.28,25.01,17.86,15.57,19.63,19.67,18.79,19.80625
Ccera-CLP2137ngen_CerSynth2_ngenContig368_-_CDS,Nontoxin,Nontoxin,14.14,32.16,14.88,22.91,16.71,19.49,25.23,12.74,19.7825
Ccera-CLP2071ngen_WD-2_ngenContig6026_-_CDS,Nontoxin,Nontoxin,14.06,27.4,12.18,28.47,16.3,20.76,24.25,14.83,19.78125
Ccera-CLP2057ext_dickkopf3_ngenContig2165_-_CDS,Nontoxin,Nontoxin,23,9.73,35.23,20.08,6.51,12.46,35.42,15.59,19.7525
Ccera-CLP2068ngen_UbCarboxHydrolase1_ngenContig822_-_CDS,Nontoxin,Nontoxin,8.45,31.02,31.18,13.07,13.23,15.82,22.78,22.25,19.725
Ccera-CLP2068ngen_NicotinamideMT_ngenContig2816_-_CDS,Nontoxin,Nontoxin,0,14.16,24.27,14.58,10.45,5.52,30.46,58.2,19.705
Ccera-CLP2065ngen_HemeBinding1_ngenContig5576_-_CDS,Nontoxin,Nontoxin,8.89,20.92,23.65,22.99,23.06,22.73,19.39,15.74,19.67125
Ccera-CLP2057ext_C12orf73_ngenContig4571_-_CDS,Nontoxin,Nontoxin,33.87,18.64,19.91,24.97,30.88,0,14.64,14.31,19.6525
Ccera-CLP2109ngen_GINS_ngenContig2938_-_CDS,Nontoxin,Nontoxin,7.84,21.9,16.74,24.01,18.92,19.96,32.66,15.12,19.64375
Ccera-CLP2109ngen_LipoylSyn_ngenContig2137_-_CDS,Nontoxin,Nontoxin,13.41,20.26,22.86,21.2,17.22,23.72,22.76,15.42,19.60625
Ccera-CLP2057ext_Metaxin2-2_ngenContig1019_-_CDS,Nontoxin,Nontoxin,16.74,19.14,25.46,20.6,16.42,15.94,24.11,17.71,19.515
Ccera-CLP2105ngen_PMP-4_ngenContig3815_-_CDS,Nontoxin,Nontoxin,15.16,21.75,18.78,17.23,18.42,17.79,31.19,15.63,19.49375
Ccera-CLP2065ngen_Battenin_ngenContig4306_-_CDS,Nontoxin,Nontoxin,15.14,31.92,28.38,5.6,19.21,16.5,25.83,13.05,19.45375
Ccera-CLP2137ngen_Rab27B_ngenContig3754_-_CDS,Nontoxin,Nontoxin,5.91,13.4,15.88,15.61,10.49,21.8,37.78,34.71,19.4475
Ccera-CLP2065ngen_SyntaxinBinding2_ngenContig3960_-_CDS,Nontoxin,Nontoxin,12.47,22.47,10.83,23.57,21.45,14.83,33.1,16.79,19.43875
Ccera-CLP2057ext_PPCTI-FKBP1B_ngenContig505_-_CDS,Nontoxin,Nontoxin,25.84,48.42,15.17,6.09,13.3,13.18,14.05,19.4,19.43125
Ccera-CLP2109ngen_FAM195B_ngenContig4034_-_CDS,Nontoxin,Nontoxin,14.98,26.59,19.28,21.92,14.21,19.65,24.86,13.6,19.38625
Ccera-CLP2105ngen_Ankyrin-46_ngenContig3429_-_CDS,Nontoxin,Nontoxin,15.72,21.3,20.77,20.53,23.45,13.94,21.44,17.93,19.385
Ccera-CLP2137ngen_DolichPmbReg_ngenContig5510_-_CDS,Nontoxin,Nontoxin,13.73,24.08,30.52,5.6,14.49,19.49,30.62,16.27,19.35
Ccera-CLP2071ngen_Bcms1_ngenContig1023_-_CDS,Nontoxin,Nontoxin,13.83,23.44,16.73,27.41,13.97,21.15,17.85,19.93,19.28875
Ccera-CLP2065ngen_HistoneH2A-2_ngenContig3984_-_CDS,Nontoxin,Nontoxin,7.5,42.05,23.5,20.33,10.4,18.62,18.71,13.19,19.2875
Ccera-CLP2065ngen_MgTransporter-NIPA2-1_ngenContig3879_-_CDS,Nontoxin,Nontoxin,13.13,29.12,17.32,24.52,14,21.57,23.74,10.9,19.2875
Ccera-CLP2137ngen_FibronectinIII-3B_ngenContig4703_-_CDS,Nontoxin,Nontoxin,13.69,28.22,24.09,4.56,17.86,12.08,44.98,8.18,19.2075
Ccera-KW1109ngen_SerThrKinMST4_ngenContig7410_-_CDS,Nontoxin,Nontoxin,13.83,31.16,14.32,13.2,15.71,17.1,26.97,21.13,19.1775
Ccera-KW1109ngen_Collagen4-3aBinding_ngenContig7614_-_CDS,Nontoxin,Nontoxin,19.78,11.63,25.55,13.8,15.01,14.72,24.15,28.7,19.1675
Ccera-CLP2137ngen_Spinster1_ngenContig5323_-_CDS,Nontoxin,Nontoxin,10.7,28.34,15.54,12.6,15.33,15.83,38.25,16.23,19.1025
Ccera-CLP2105ngen_PTP-b_ngenContig5153_-_CDS,Nontoxin,Nontoxin,13.37,23.34,14.62,21.07,13.78,33.2,20.6,12.48,19.0575
Ccera-CLP2065ngen_DCN1-5_ngenContig6814_-_CDS,Nontoxin,Nontoxin,12.66,35.06,24.89,15.1,15.75,16.66,19.48,12.57,19.02125
Ccera-CLP2109ngen_Nup93_ngenContig3419_-_CDS,Nontoxin,Nontoxin,11.17,19.19,22.07,20.98,15.35,27.32,24.73,11.03,18.98
Ccera-CLP2071ngen_PDZ11_ngenContig1463_-_CDS,Nontoxin,Nontoxin,15.96,33.96,14.64,15.58,15.74,17.12,23.38,15.35,18.96625
Ccera-CLP2071ngen_Pallidin_ngenContig3009_-_CDS,Nontoxin,Nontoxin,4.48,13.22,21.52,19.13,14.19,19.49,43.64,15.9,18.94625
Ccera-CLP2065ngen_Slowmo2_ngenContig4822_-_CDS,Nontoxin,Nontoxin,6.12,20.65,24.35,17.19,18.35,21.46,32.04,10.83,18.87375
Ccera-CLP2068ngen_NucTFYbeta_ngenContig3190_-_CDS,Nontoxin,Nontoxin,4.91,23.23,27.34,24.76,14.59,19.46,13.36,22.72,18.79625
Ccera-CLP2057ext_lanC1_ngenContig3434_-_CDS,Nontoxin,Nontoxin,20.23,22.73,23.94,16.12,9.74,15.13,20.69,21.69,18.78375
Ccera-CLP2065ngen_SpindlinZ_ngenContig6498_-_CDS,Nontoxin,Nontoxin,13.95,33.25,18.38,19.18,10.73,17.78,18.63,18.33,18.77875
Ccera-CLP2071ngen_LysoAcyl5_ngenContig2220_-_CDS,Nontoxin,Nontoxin,13.17,8.31,11.95,38.13,13.41,11.2,22.15,30.74,18.6325
Ccera-CLP2068ngen_AcetylCoATrans1_ngenContig282_-_CDS,Nontoxin,Nontoxin,14.42,19.39,26.06,11.11,21.98,17.6,28.8,9.55,18.61375
Ccera-CLP2105ngen_UPF0452_ngenContig3479_-_CDS,Nontoxin,Nontoxin,19.72,23.88,18.39,5.7,27.99,19.47,20.82,12.87,18.605
Ccera-KW1109ngen_PMRPPOP5_ngenContig4099_-_CDS,Nontoxin,Nontoxin,23.22,13.7,30.19,12.58,16.38,10.96,27,14.65,18.585
Ccera-CLP2071ngen_OriginRec2_ngenContig260_-_CDS,Nontoxin,Nontoxin,9.57,18.72,24.64,16.93,16.05,13.49,30.92,18.27,18.57375
Ccera-CLP2071ngen_InsulinInd2_ngenContig3141_-_CDS,Nontoxin,Nontoxin,12.33,22.48,23.68,18.4,12.81,13.81,30.55,14.42,18.56
Ccera-CLP2065ngen_DNALyase_ngenContig3339_-_CDS,Nontoxin,Nontoxin,8.46,33.12,17.58,15.6,14.02,20.18,17.04,22.15,18.51875
Ccera-CLP2071ngen_LeuRich1_ngenContig2372_-_CDS,Nontoxin,Nontoxin,11.45,21.44,17.85,21.15,12.13,14.61,28.92,20.54,18.51125
Ccera-CLP2065ngen_FAM168B_ngenContig1426_-_CDS,Nontoxin,Nontoxin,11.34,23.92,16.97,11.75,12.29,10.88,31.81,29.03,18.49875
Ccera-CLP2071ngen_cAMPKinIa_ngenContig2299_-_CDS,Nontoxin,Nontoxin,11.42,18.92,22.12,21.97,14.32,17.27,24.71,17.19,18.49
Ccera-KW1109ngen_Trafficking5_ngenContig7509_-_CDS,Nontoxin,Nontoxin,17.48,24.68,15.17,11.98,14.75,22.43,20.65,20.76,18.4875
Ccera-CLP2065ngen_HSP-b8_ngenContig3448_-_CDS,Nontoxin,Nontoxin,14.36,66.03,12.95,6.01,4.34,11,17.31,15.7,18.4625
Ccera-CLP2065ngen_AnnexinA4-1_ngenContig908_-_CDS,Nontoxin,Nontoxin,9.43,38.67,20.91,23.63,12.54,9.85,21.62,10.76,18.42625
Ccera-CLP2065ngen_MacrophageCapping_ngenContig906_-_CDS,Nontoxin,Nontoxin,6.93,24.53,24.37,19.06,13.4,21.15,20.17,17.44,18.38125
Ccera-CLP2065ngen_C3orf32_ngenContig5729_-_CDS,Nontoxin,Nontoxin,10.42,35.41,22.74,17.28,5.33,29.01,12.94,13.9,18.37875
Ccera-CLP2068ngen_NSF-attachment_ngenContig2368_-_CDS,Nontoxin,Nontoxin,14.64,19.97,26.02,15.52,11.22,13.97,26.05,19.24,18.32875
Ccera-CLP2065ngen_RnaMeT3_ngenContig5890_-_CDS,Nontoxin,Nontoxin,14.31,19.07,27.62,13.79,14.7,11.11,27.98,18.03,18.32625
Ccera-CLP2068ngen_MTSG1346aa_ngenContig1722_-_CDS,Nontoxin,Nontoxin,11.43,23.53,22.33,16.83,15.87,18.91,17.52,19.78,18.275
Ccera-KW1109ngen_EAPT1_ngenContig2322_-_CDS,Nontoxin,Nontoxin,15.67,19.58,22.01,18.14,13.91,17.23,19.51,20.11,18.27
Ccera-CLP2057ext_NudE_ngenContig2768_-_CDS,Nontoxin,Nontoxin,18.99,29.9,17.11,13.35,11.83,13.61,26.17,14.65,18.20125
Ccera-KW1109ngen_NuclearReceptorBinding_ngenContig7759_-_CDS,Nontoxin,Nontoxin,12.25,25.75,18.48,14.95,14.84,17.58,24.7,16.66,18.15125
Ccera-CLP2071ngen_WD-FYVE2_ngenContig6333_-_CDS,Nontoxin,Nontoxin,10.79,25.35,13.66,23.05,14.85,18.89,18.85,19.69,18.14125
Ccera-CLP2105ngen_LIM-SH3_ngenContig4360_-_CDS,Nontoxin,Nontoxin,13.69,23.58,29.94,7.53,14.95,15.34,22.14,17.75,18.115
Ccera-CLP2105ngen_Cytidylyltransferase_ngenContig5030_-_CDS,Nontoxin,Nontoxin,15.23,14.82,17.22,24.73,17.99,22.78,18.29,13.72,18.0975
Ccera-KW1109ngen_Replication-A_ngenContig4129_-_CDS,Nontoxin,Nontoxin,12.46,43.17,21.61,10.06,15.67,7.94,16.28,17.55,18.0925
Ccera-CLP2105ngen_HistoneAcetyltransferaseB_ngenContig4984_-_CDS,Nontoxin,Nontoxin,12.66,25.42,23.93,17.36,12.92,16.36,23.31,12.68,18.08
Ccera-KW1109ngen_paraspeck1_ngenContig5024_-_CDS,Nontoxin,Nontoxin,15.69,22.16,16.97,25.71,9.01,20.16,17.11,17.57,18.0475
