gene_id,class,toxin_family,CLP2057,CLP2065,CLP2068,CLP2071,CLP2105,CLP2109,CLP2137,KW1744
Ccera-CLP2068ngen_MitActKin6_ngenContig3120_-_CDS,Nontoxin,Nontoxin,555,1416,791,813,1162,908,1489,594
Ccera-CLP2065ngen_MitChkBub3_ngenContig5908_-_CDS,Nontoxin,Nontoxin,58,112,75,104,87,107,102,89
Ccera-CLP2065ngen_MitFissionReg1_ngenContig4821_-_CDS,Nontoxin,Nontoxin,138,244,314,364,275,281,379,302
Ccera-CLP2105ngen_MitoCarrier2_ngenContig3609_-_CDS,Nontoxin,Nontoxin,102,142,89,117,129,132,139,113
Ccera-CLP2105ngen_Mitofusin1_ngenContig1364_-_CDS,Nontoxin,Nontoxin,107,105,183,140,229,144,194,196
Ccera-CLP2105ngen_MitogenActKinKin1_ngenContig2510_-_CDS,Nontoxin,Nontoxin,168,213,114,197,168,209,194,219
Ccera-CLP2068ngen_MitogenKinScaff1_ngenContig1137_-_CDS,Nontoxin,Nontoxin,12,20,22,23,10,24,19,21
Ccera-CLP2057ext_mMalateDH_ngenContig367_-_CDS,Nontoxin,Nontoxin,575,649,602,700,506,570,608,760
Ccera-CLP2057ext_mMethylmalonicAciduriaD_ngenContig3760_-_CDS,Nontoxin,Nontoxin,70,48,115,86,96,70,99,71
Ccera-CLP2137ngen_MOBKinAct-1B-2_ngenContig4444_-_CDS,Nontoxin,Nontoxin,37,80,36,50,48,33,57,75
Ccera-CLP2057ext_MolybopterinSyn_ngenContig4447_-_CDS,Nontoxin,Nontoxin,58,65,43,57,36,69,49,106
Ccera-CLP2057ext_Mortal4_ngenContig1859_-_CDS,Nontoxin,Nontoxin,307,476,286,460,343,365,377,462
Ccera-CLP2057ext_MotileSperm1_ngenContig2164_-_CDS,Nontoxin,Nontoxin,53,103,72,79,82,78,69,48
Ccera-CLP2071ngen_mOxoisovalerateDH-b_ngenContig5407_-_CDS,Nontoxin,Nontoxin,217,211,187,347,149,166,201,340
Ccera-CLP2068ngen_MPhasePP6_ngenContig1916_-_CDS,Nontoxin,Nontoxin,54,136,86,125,98,148,95,116
Ccera-CLP2065ngen_mpsOneBinderKin3_ngenContig2855_-_CDS,Nontoxin,Nontoxin,98,142,115,129,86,110,119,127
Ccera-KW1109ngen_mRNAExport_ngenContig5817_-_CDS,Nontoxin,Nontoxin,57,122,73,67,45,65,52,111
Ccera-CLP2065ngen_mRNATurnover4_ngenContig5078_-_CDS,Nontoxin,Nontoxin,69,114,130,62,94,101,123,96
Ccera-CLP2057ext_mRp63_ngenContig1200_-_CDS,Nontoxin,Nontoxin,37,35,33,32,17,38,37,42
Ccera-CLP2057ext_mRpL10_ngenContig2019_-_CDS,Nontoxin,Nontoxin,103,92,142,47,75,50,144,112
Ccera-CLP2065ngen_mRpL13_ngenContig463_-_CDS,Nontoxin,Nontoxin,119,118,96,114,52,91,133,150
Ccera-CLP2057ext_mRpL14_ngenContig1012_-_CDS,Nontoxin,Nontoxin,39,102,64,90,30,69,54,60
Ccera-CLP2071ngen_mRpL15_ngenContig1077_-_CDS,Nontoxin,Nontoxin,77,118,72,94,95,70,109,140
Ccera-CLP2057ext_mRpL16_ngenContig4226_-_CDS,Nontoxin,Nontoxin,73,86,62,86,64,90,53,62
Ccera-KW1109ngen_mRpL17_ngenContig7875_-_CDS,Nontoxin,Nontoxin,12,5,0,23,28,43,18,52
Ccera-CLP2057ext_mRpL2_ngenContig2208_-_CDS,Nontoxin,Nontoxin,125,128,166,120,93,102,91,131
Ccera-CLP2057ext_mRpL20_ngenContig1221_-_CDS,Nontoxin,Nontoxin,100,130,102,100,76,105,90,95
Ccera-CLP2057ext_mRpL23_ngenContig2049_-_CDS,Nontoxin,Nontoxin,69,101,77,59,49,80,99,113
Ccera-CLP2057ext_mRpL3_ngenContig1308_-_CDS,Nontoxin,Nontoxin,221,305,366,143,286,155,441,332
Ccera-CLP2057ext_mRpL32_ngenContig377_-_CDS,Nontoxin,Nontoxin,102,192,82,63,98,49,190,144
Ccera-CLP2057ext_mRpL33_ngenContig1941_-_CDS,Nontoxin,Nontoxin,15,16,18,11,7,14,21,26
Ccera-CLP2065ngen_mRpL38_ngenContig6191_-_CDS,Nontoxin,Nontoxin,86,129,154,139,88,107,106,138
Ccera-CLP2068ngen_mRpL39_ngenContig3429_-_CDS,Nontoxin,Nontoxin,102,140,194,145,105,132,96,138
Ccera-CLP2057ext_mRpL42_ngenContig2750_-_CDS,Nontoxin,Nontoxin,198,250,150,217,153,128,287,261
Ccera-CLP2071ngen_mRpL48_ngenContig2857_-_CDS,Nontoxin,Nontoxin,24,41,22,56,24,44,52,55
Ccera-CLP2137ngen_mRpL50_ngenContig1366_-_CDS,Nontoxin,Nontoxin,28,49,46,47,47,54,48,61
Ccera-CLP2057ext_mRpL55_ngenContig4632_-_CDS,Nontoxin,Nontoxin,96,70,135,55,94,42,91,175
Ccera-CLP2057ext_mRpS17_ngenContig1544_-_CDS,Nontoxin,Nontoxin,215,216,163,129,105,96,152,420
Ccera-CLP2057ext_mRpS18a_ngenContig1324_-_CDS,Nontoxin,Nontoxin,50,71,56,70,55,42,94,90
Ccera-CLP2057ext_mRpS21_ngenContig4814_-_CDS,Nontoxin,Nontoxin,302,82,61,185,94,214,141,252
Ccera-CLP2065ngen_mRpS29_ngenContig3278_-_CDS,Nontoxin,Nontoxin,202,164,167,215,168,115,168,212
Ccera-CLP2057ext_mRpS31_ngenContig3035_-_CDS,Nontoxin,Nontoxin,108,153,132,150,114,114,124,190
Ccera-CLP2105ngen_mRpS34_ngenContig2332_-_CDS,Nontoxin,Nontoxin,8,36,40,26,36,24,30,32
Ccera-CLP2065ngen_mRpS5_ngenContig3061_-_CDS,Nontoxin,Nontoxin,89,120,167,122,101,107,129,190
Ccera-CLP2057ext_mRpS6_ngenContig2023_-_CDS,Nontoxin,Nontoxin,32,23,40,29,20,24,44,35
Ccera-CLP2057ext_mRpS7_ngenContig538_-_CDS,Nontoxin,Nontoxin,86,108,117,103,83,71,120,167
Ccera-KW1109ngen_mRpS9_ngenContig1423_-_CDS,Nontoxin,Nontoxin,112,197,151,148,114,145,194,207
Ccera-CLP2105ngen_mSCO1_ngenContig2653_-_CDS,Nontoxin,Nontoxin,84,83,75,112,64,89,116,79
Ccera-CLP2065ngen_mSulfideQuinoneOxidoreductase_ngenContig4827_-_CDS,Nontoxin,Nontoxin,39,197,68,102,46,74,78,90
Ccera-CLP2068ngen_mTIM21_ngenContig2353_-_CDS,Nontoxin,Nontoxin,65,76,71,60,32,61,54,61
Ccera-CLP2057ext_mTranslocase-Tim17B_ngenContig4626_-_CDS,Nontoxin,Nontoxin,57,177,81,131,45,98,94,240
Ccera-CLP2068ngen_MTSG1346aa_ngenContig1722_-_CDS,Nontoxin,Nontoxin,59,101,91,93,80,87,69,116
Ccera-CLP2057ext_Multivesicular-2b_ngenContig2763_-_CDS,Nontoxin,Nontoxin,60,80,83,58,40,72,83,72
Ccera-CLP2057ext_MultivesicularBody-3_ngenContig354_-_CDS,Nontoxin,Nontoxin,123,155,152,84,98,59,110,165
Ccera-CLP2057ext_MultivesicularBody1b-1_ngenContig1787_-_CDS,Nontoxin,Nontoxin,151,342,174,215,204,223,265,207
Ccera-CLP2068ngen_MultivesicularBody6_ngenContig544_-_CDS,Nontoxin,Nontoxin,48,135,61,95,62,119,75,85
Ccera-CLP2057ext_mUniquinone8_ngenContig4685_-_CDS,Nontoxin,Nontoxin,68,84,64,98,56,49,77,59
Ccera-CLP2065ngen_myeAscMark_ngenContig6647_-_CDS,Nontoxin,Nontoxin,32,96,43,26,41,20,33,82
Ccera-CLP2057ext_MyeLeuk2_ngenContig4280_-_CDS,Nontoxin,Nontoxin,49,100,60,88,71,93,76,88
Ccera-CLP2065ngen_MyoEF2c1b_ngenContig1918_-_CDS,Nontoxin,Nontoxin,70,361,54,73,35,58,29,165
Ccera-CLP2057ext_Myosin7_ngenContig500_-_CDS,Nontoxin,Nontoxin,8768,40925,2115,4917,394,1908,720,12981
Ccera-CLP2105ngen_MyosinId_ngenContig3421_-_CDS,Nontoxin,Nontoxin,303,349,392,262,371,251,570,264
Ccera-CLP2057ext_MyosinLight_ngenContig1558_-_CDS,Nontoxin,Nontoxin,6245,30706,2147,5587,355,1393,762,3047
Ccera-CLP2057ext_MyosinLight6_ngenContig2757_-_CDS,Nontoxin,Nontoxin,200.27,160.95,33.2,298.59,285.42,53.28,427.27,278.6
Ccera-CLP2057ext_MyosinLight6_ngenContig2758_-_CDS,Nontoxin,Nontoxin,166.73,210.05,437.8,235.41,2.58,302.72,5.73,296.4
Ccera-KW1109ngen_MyosinLight9_ngenContig4541_-_CDS,Nontoxin,Nontoxin,9,7,5,7,8,14,19,51
Ccera-CLP2057ext_MyosinRegLight2_ngenContig2390_-_CDS,Nontoxin,Nontoxin,287,750,502,546,259,254,467,725
Ccera-CLP2057ext_Myotrophin_ngenContig3551_-_CDS,Nontoxin,Nontoxin,32,47,35,25,37,49,54,42
Ccera-CLP2071ngen_N-LysMethyltransferase-SMYD2_ngenContig3068_-_CDS,Nontoxin,Nontoxin,138,189,261,384,116,230,211,303
Ccera-CLP2071ngen_Na-K-TransportingATPase-b3_ngenContig4657_-_CDS,Nontoxin,Nontoxin,63,61,56,113,37,41,116,175
Ccera-CLP2057ext_NaAT-NatB_ngenContig3842_-_CDS,Nontoxin,Nontoxin,93,96,75,135,81,123,61,177
Ccera-CLP2057ext_NAATran3_ngenContig1762_-_CDS,Nontoxin,Nontoxin,173,101,113,256,126,183,195,319
Ccera-CLP2057ext_NAB_ngenContig288_-_CDS,Nontoxin,Nontoxin,175,357,362,460,273,479,547,577
Ccera-CLP2105ngen_NaClATB0_ngenContig4499_-_CDS,Nontoxin,Nontoxin,147,346,100,269,193,77,28,159
Ccera-CLP2105ngen_NADH-DH1a-7_ngenContig2534_-_CDS,Nontoxin,Nontoxin,35,39,6,55,35,51,45,49
Ccera-CLP2057ext_NADHDehydro-1a1_ngenContig693_-_CDS,Nontoxin,Nontoxin,77,99,79,79,37,92,48,87
Ccera-CLP2071ngen_NADHDehydro-1a10_ngenContig1925_-_CDS,Nontoxin,Nontoxin,267,290,240,377,300,264,161,351
Ccera-CLP2057ext_NADHDehydro-1a11_ngenContig4265_-_CDS,Nontoxin,Nontoxin,171,157,122,153,56,150,142,159
Ccera-CLP2057ext_NADHDehydro-1a12_ngenContig1856_-_CDS,Nontoxin,Nontoxin,398,361,729,668,347,591,461,643
Ccera-CLP2057ext_NADHDehydro-1a13_ngenContig1357_-_CDS,Nontoxin,Nontoxin,362,153,193,176,144,243,218,317
Ccera-CLP2057ext_NADHDehydro-1a3_ngenContig2709_-_CDS,Nontoxin,Nontoxin,138,110,137,46,55,45,155,242
Ccera-CLP2057ext_NADHDehydro-1a5_ngenContig1931_-_CDS,Nontoxin,Nontoxin,185,158,169,102,72,104,118,279
Ccera-CLP2057ext_NADHDehydro-1a9_ngenContig2605_-_CDS,Nontoxin,Nontoxin,327,378,399,489,352,525,542,424
Ccera-CLP2057ext_NADHDehydro-1b1_ngenContig4367_-_CDS,Nontoxin,Nontoxin,60,35,60,41,11,20,44,42
Ccera-CLP2057ext_NADHDehydro-1b3_ngenContig3325_-_CDS,Nontoxin,Nontoxin,241,182,228,136,110,116,138,156
Ccera-CLP2105ngen_NADHDehydro-1b5_ngenContig2387_-_CDS,Nontoxin,Nontoxin,218,135,166,282,129,102,190,300
Ccera-CLP2057ext_NADHDehydro-1b6_ngenContig955_-_CDS,Nontoxin,Nontoxin,107,90,74,202,93,191,133,158
Ccera-CLP2057ext_NADHDehydro-1b9_ngenContig3550_-_CDS,Nontoxin,Nontoxin,310,235,287,325,173,214,196,394
Ccera-CLP2071ngen_NADHDehydro-1C2_ngenContig2739_-_CDS,Nontoxin,Nontoxin,47.49,27.86,18.88,134.13,52.88,56.51,37.5,49.13
Ccera-CLP2057ext_NADHDehydro1-C2_ngenContig1898_-_CDS,Nontoxin,Nontoxin,76.51,47.14,31.12,127.87,106.12,86.49,89.5,182.87
Ccera-CLP2057ext_NADHDehydro2_ngenContig4084_-_CDS,Nontoxin,Nontoxin,232,276,247,313,234,235,302,384
Ccera-CLP2057ext_NADHDehydro5_ngenContig3239_-_CDS,Nontoxin,Nontoxin,145,145,68,179,111,128,107,229
Ccera-CLP2057ext_NADHDehydroFeS7_ngenContig4597_-_CDS,Nontoxin,Nontoxin,488,552,221,667,230,376,274,474
Ccera-CLP2071ngen_NADHDehydroFlavoprotein_ngenContig6479_-_CDS,Nontoxin,Nontoxin,241,483,245,498,345,395,333,412
Ccera-CLP2057ext_NADHOxidoRed75_ngenContig2009_-_CDS,Nontoxin,Nontoxin,488,519,356,594,840,450,697,815
Ccera-CLP2071ngen_NADPHP450_ngenContig5583_-_CDS,Nontoxin,Nontoxin,112,170,189,589,114,159,230,370
Ccera-CLP2057ext_NAG1PT-g_ngenContig1955_-_CDS,Nontoxin,Nontoxin,316,295,208,339,252,181,372,602
Ccera-CLP2057ext_NaKTransATPase-a1_ngenContig3376_-_CDS,Nontoxin,Nontoxin,5663,9252,7352,10085,5587,7346,6640,7519
Ccera-CLP2057ext_NaKTransportingATPase-b1_ngenContig215_-_CDS,Nontoxin,Nontoxin,173,402,244,220,172,251,234,289
Ccera-CLP2057ext_Nascent-a_ngenContig336_-_CDS,Nontoxin,Nontoxin,1338,1377,1428,1639,645,1049,2238,3583
Ccera-CLP2065ngen_Nat13_ngenContig6199_-_CDS,Nontoxin,Nontoxin,56,95,111,89,100,84,111,112
Ccera-CLP2057ext_NatA-10_ngenContig4517_-_CDS,Nontoxin,Nontoxin,327,485,357,655,237,398,557,1284
Ccera-CLP2057ext_NatC_ngenContig3848_-_CDS,Nontoxin,Nontoxin,26,31,29,22,24,32,34,35
Ccera-CLP2071ngen_NaTransporter1_ngenContig837_-_CDS,Nontoxin,Nontoxin,534,472,470,689,599,527,580,441
Ccera-CLP2065ngen_NatResMac2_ngenContig2286_-_CDS,Nontoxin,Nontoxin,192,503,407,299,226,297,493,203
Ccera-CLP2071ngen_NCK2_ngenContig3920_-_CDS,Nontoxin,Nontoxin,52,111,47,86,69,65,70,67
Ccera-CLP2057ext_NDRG2_ngenContig4849_-_CDS,Nontoxin,Nontoxin,1376,1897,1276,1658,1549,1276,2775,2203
Ccera-CLP2057ext_NDUFV3_ngenContig1067_-_CDS,Nontoxin,Nontoxin,86,71,80,56,50,30,56,129
Ccera-CLP2105ngen_NEDD4-1_ngenContig3201_-_CDS,Nontoxin,Nontoxin,458,442,385,636,333,482,530,561
Ccera-CLP2057ext_NEDD8-ubc12_ngenContig4487_-_CDS,Nontoxin,Nontoxin,51,82,68,78,60,72,95,74
Ccera-CLP2137ngen_NEDD8E1_ngenContig4528_-_CDS,Nontoxin,Nontoxin,78,79,102,121,123,92,143,74
Ccera-CLP2057ext_NEF-SIL1_ngenContig487_-_CDS,Nontoxin,Nontoxin,1373,1397,1520,2733,1077,1407,1150,1879
Ccera-CLP2057ext_NEFAnuc_ngenContig4308_-_CDS,Nontoxin,Nontoxin,155,203,163,251,190,253,218,201
Ccera-CLP2065ngen_Neurocalcin-d_ngenContig1779_-_CDS,Nontoxin,Nontoxin,48,62,57,43,65,66,74,55
Ccera-KW1109ngen_Neuroplastin_ngenContig5886_-_CDS,Nontoxin,Nontoxin,135,287,84,155,105,175,146,206
Ccera-KW1109ngen_NeutAAB0_ngenContig2846_-_CDS,Nontoxin,Nontoxin,305,595,61,224,335,314,236,251
Ccera-CLP2109ngen_Nexin1_ngenContig1564_-_CDS,Nontoxin,Nontoxin,386,1100,430,1060,747,848,618,473
Ccera-CLP2065ngen_Nexin10_ngenContig4089_-_CDS,Nontoxin,Nontoxin,39,51,40,18,23,17,53,63
Ccera-CLP2105ngen_Nexin12_ngenContig4936_-_CDS,Nontoxin,Nontoxin,75,109,51,142,96,146,79,96
Ccera-CLP2057ext_Nexin2_ngenContig1943_-_CDS,Nontoxin,Nontoxin,273,301,343,382,223,255,409,466
Ccera-CLP2071ngen_Nexin3_ngenContig6593_-_CDS,Nontoxin,Nontoxin,12,38,15,29,22,31,28,37
Ccera-CLP2065ngen_Nexin6_ngenContig5978_-_CDS,Nontoxin,Nontoxin,121,164,128,166,95,82,166,198
Ccera-CLP2109ngen_Nexin8_ngenContig2568_-_CDS,Nontoxin,Nontoxin,221,312,201,257,242,253,320,305
Ccera-CLP2057ext_NexinGlia_ngenContig2525_-_CDS,Nontoxin,Nontoxin,135,185,281,126,124,123,172,295
Ccera-CLP2071ngen_NFkappaInh-a_ngenContig1400_-_CDS,Nontoxin,Nontoxin,53,63,40,99,39,31,26,60
Ccera-CLP2065ngen_NFkBRas2_ngenContig5294_-_CDS,Nontoxin,Nontoxin,51,54,69,33,37,19,56,84
Ccera-CLP2057ext_NHP2_ngenContig1218_-_CDS,Nontoxin,Nontoxin,84,119,137,106,112,102,104,131
Ccera-CLP2068ngen_NicotinamideMT_ngenContig2816_-_CDS,Nontoxin,Nontoxin,0,43.01,70,56.99,37,17.99,85.01,241.28
Ccera-KW1109ngen_NicotinamideMT_ngenContig5243_-_CDS,Nontoxin,Nontoxin,18,22.99,25,74.01,14,20.01,24.99,86.72
Ccera-CLP2137ngen_Niemann-PickC1_ngenContig1271_-_CDS,Nontoxin,Nontoxin,235,409,362,256,477,339,1141,917
Ccera-CLP2065ngen_NIMA1_ngenContig4866_-_CDS,Nontoxin,Nontoxin,35,146,106,78,70,130,92,115
Ccera-CLP2057ext_NIP7_ngenContig4257_-_CDS,Nontoxin,Nontoxin,527,594,377,747,433,626,419,733
Ccera-KW1109ngen_NipSnap1_ngenContig7147_-_CDS,Nontoxin,Nontoxin,57,109,54,81,55,94,84,104
Ccera-CLP2109ngen_NodalMod2_ngenContig4179_-_CDS,Nontoxin,Nontoxin,531,779,527,777,631,801,624,684
Ccera-CLP2057ext_NovUbi_ngenContig3623_-_CDS,Nontoxin,Nontoxin,100,125,94,165,89,226,135,103
Ccera-CLP2109ngen_NOXP20_ngenContig4836_-_CDS,Nontoxin,Nontoxin,218,250,311,226,455,261,300,77
Ccera-CLP2065ngen_NS1A_ngenContig3352_-_CDS,Nontoxin,Nontoxin,302,407,227,384,185,292,387,584
Ccera-CLP2057ext_NSA2_ngenContig1884_-_CDS,Nontoxin,Nontoxin,219,334,292,294,225,249,325,412
Ccera-CLP2068ngen_NSF-attachment_ngenContig2368_-_CDS,Nontoxin,Nontoxin,67,76,94,76,50,57,91,100
Ccera-CLP2071ngen_NSFAttachment_ngenContig2001_-_CDS,Nontoxin,Nontoxin,118,191,120,169,150,250,258,205
Ccera-CLP2071ngen_NSFL1_ngenContig2637_-_CDS,Nontoxin,Nontoxin,148,90,28,189,114,260,192,160
Ccera-CLP2071ngen_NSUN2_ngenContig6347_-_CDS,Nontoxin,Nontoxin,292,300,359,323,401,392,369,361
Ccera-CLP2071ngen_NTermEnhSplit_ngenContig3607_-_CDS,Nontoxin,Nontoxin,45,70,42,74,75,57,68,90
Ccera-CLP2057ext_NtermGlutAmid_ngenContig3080_-_CDS,Nontoxin,Nontoxin,114,106,132,91,81,103,104,199
Ccera-CLP2065ngen_NTermMethyltransferase_ngenContig2047_-_CDS,Nontoxin,Nontoxin,36,88,48,69,32,67,41,61
Ccera-CLP2071ngen_NTF2-1_ngenContig436_-_CDS,Nontoxin,Nontoxin,45,55,29,35,38,33,53,48
Ccera-CLP2057ext_NTF2-2_ngenContig1382_-_CDS,Nontoxin,Nontoxin,36,60,51,56,48,58,45,49
Ccera-CLP2071ngen_nubp1A_ngenContig228_-_CDS,Nontoxin,Nontoxin,182,150,145,186,153,181,199,164
Ccera-CLP2057ext_NucAssembly1-4_ngenContig1259_-_CDS,Nontoxin,Nontoxin,184,243,345,216,234,230,360,346
Ccera-CLP2057ext_NucCap2_ngenContig598_-_CDS,Nontoxin,Nontoxin,114,201,100,163,131,187,159,177
Ccera-CLP2057ext_NucDPKin_ngenContig1680_-_CDS,Nontoxin,Nontoxin,1643,975,1380,1157,745,740,1258,2173
Ccera-CLP2057ext_NucGTP1_ngenContig3722_-_CDS,Nontoxin,Nontoxin,1077,2355,1604,1488,923,475,1959,6176
Ccera-KW1109ngen_NuclearReceptorBinding_ngenContig7759_-_CDS,Nontoxin,Nontoxin,104,182,124,136,124,133,160,161
Ccera-CLP2057ext_Nucleobindin2_ngenContig1817_-_CDS,Nontoxin,Nontoxin,2820,3722,3050,4337,5195,3791,7440,8777
Ccera-CLP2137ngen_Nucleolar10_ngenContig375_-_CDS,Nontoxin,Nontoxin,173,244,292,216,168,169,274,333
Ccera-CLP2068ngen_Nucleolar12-1_ngenContig3911_-_CDS,Nontoxin,Nontoxin,78,80,98,51,59,62,106,99
Ccera-CLP2057ext_Nucleolar16_ngenContig1286_-_CDS,Nontoxin,Nontoxin,72,165,116,170,94,93,131,275
Ccera-CLP2057ext_NucleolysinTIAR_ngenContig3217_-_CDS,Nontoxin,Nontoxin,195,260,135,205,157,193,215,470
Ccera-CLP2057ext_Nucleophosmin_ngenContig997_-_CDS,Nontoxin,Nontoxin,1060,1190,1275,1322,1230,1323,1443,1999
Ccera-CLP2065ngen_Nucleosome1_ngenContig5252_-_CDS,Nontoxin,Nontoxin,317,369,412,364,206,195,388,971
Ccera-CLP2057ext_NucRec4A1_ngenContig2966_-_CDS,Nontoxin,Nontoxin,1046,86,73,107,86,47,92,184
Ccera-CLP2057ext_NucRibonucleoproteinG_ngenContig1171_-_CDS,Nontoxin,Nontoxin,150,127,167,116,122,119,90,149
Ccera-CLP2068ngen_NucTFYbeta_ngenContig3190_-_CDS,Nontoxin,Nontoxin,13,51,57,70,37,46,27,68
Ccera-CLP2105ngen_nudC-1_ngenContig3979_-_CDS,Nontoxin,Nontoxin,116,96,111,143,137,141,155,145
Ccera-CLP2071ngen_NudC2_ngenContig4317_-_CDS,Nontoxin,Nontoxin,34,43,27,74,30,64,34,57
Ccera-CLP2057ext_NudE_ngenContig2768_-_CDS,Nontoxin,Nontoxin,97,127,69,73,59,62,102,85
Ccera-CLP2105ngen_Nup50_ngenContig4408_-_CDS,Nontoxin,Nontoxin,116,242,193,271,192,231,212,232
Ccera-CLP2109ngen_Nup93_ngenContig3419_-_CDS,Nontoxin,Nontoxin,151,216,236,304,205,329,255,170
Ccera-CLP2057ext_Obg1_ngenContig2110_-_CDS,Nontoxin,Nontoxin,473,406,626,522,425,431,545,660
Ccera-CLP2057ext_OCIA_ngenContig1606_-_CDS,Nontoxin,Nontoxin,280,395,357,451,243,242,302,603
Ccera-KW1109ngen_Olfactomedin3_ngenContig5542_-_CDS,Nontoxin,Nontoxin,111,70,172,80,49,94,70,101
Ccera-CLP2065ngen_OMethyltransferase_ngenContig6526_-_CDS,Nontoxin,Nontoxin,66,86,85,65,66,74,70,124
Ccera-CLP2071ngen_OriginRec2_ngenContig260_-_CDS,Nontoxin,Nontoxin,86,140,175,163,142,108,212,187
Ccera-CLP2068ngen_OriginRec3_ngenContig2783_-_CDS,Nontoxin,Nontoxin,258,182,314,312,262,316,348,383
Ccera-CLP2065ngen_ORM1-1_ngenContig1458_-_CDS,Nontoxin,Nontoxin,17,44,21,45,37,43,23,46
Ccera-CLP2057ext_OrnithinAminoTrans_ngenContig1046_-_CDS,Nontoxin,Nontoxin,659,1014,527,776,304,326,981,3117
Ccera-CLP2057ext_OrnithineDecarb_ngenContig2594_-_CDS,Nontoxin,Nontoxin,7493,3478,3574,1731,4660,3470,3721,3620
Ccera-CLP2057ext_OSTC_ngenContig1172_-_CDS,Nontoxin,Nontoxin,241,271,285,232,265,248,248,278
Ccera-CLP2057ext_Oxidoreductase_ngenContig3696_-_CDS,Nontoxin,Nontoxin,87,84,84,311,85,145,115,249
Ccera-CLP2057ext_Oxidoreductase-HTATIP2_ngenContig273_-_CDS,Nontoxin,Nontoxin,238,228,200,291,154,187,220,240
Ccera-CLP2105ngen_OxysterolBinding2_ngenContig1534_-_CDS,Nontoxin,Nontoxin,86,166,113,74,106,84,124,115
Ccera-CLP2057ext_P2X-4_ngenContig3415_-_CDS,Nontoxin,Nontoxin,272,718,247,424,332,384,356,409
Ccera-CLP2109ngen_P4H-a1_ngenContig3014_-_CDS,Nontoxin,Nontoxin,671,606,808,933,621,803,679,731
Ccera-CLP2057ext_P97VCP_ngenContig163_-_CDS,Nontoxin,Nontoxin,909,1179,793,1613,1420,1631,1501,738
Ccera-CLP2109ngen_PAC2_ngenContig1442_-_CDS,Nontoxin,Nontoxin,39,40,62,34,32,62,50,29
Ccera-CLP2071ngen_Pallidin_ngenContig3009_-_CDS,Nontoxin,Nontoxin,9,22,34,41,27,35,67,36
Ccera-CLP2065ngen_palmdelphin_ngenContig2782_-_CDS,Nontoxin,Nontoxin,123,266,210,242,29,150,182,508
Ccera-CLP2065ngen_Pancreatic_ngenContig753_-_CDS,Nontoxin,Nontoxin,918,763,550,733,526,399,496,948
Ccera-KW1109ngen_paraspeck1_ngenContig5024_-_CDS,Nontoxin,Nontoxin,131,154,112,230,74,150,109,167
Ccera-CLP2065ngen_PARN_ngenContig2849_-_CDS,Nontoxin,Nontoxin,99,273,123,206,143,200,138,150
Ccera-CLP2057ext_Parvalbumin_extContig159_-_CDS,Nontoxin,Nontoxin,6256,13951,1381,2494,137,1190,474,1898
Ccera-CLP2071ngen_PCTP_ngenContig6088_-_CDS,Nontoxin,Nontoxin,182,127,151,259,71,104,56,197
Ccera-CLP2071ngen_PDE4-1_ngenContig5852_-_CDS,Nontoxin,Nontoxin,95,172,146,109,167,135,252,194
Ccera-CLP2065ngen_PDE6_ngenContig6107_-_CDS_-_CDS,Nontoxin,Nontoxin,798,1318,725,717,169,498,518,1781
Ccera-CLP2065ngen_PDHFinger-5A_ngenContig3277_-_CDS,Nontoxin,Nontoxin,20,31,30,32,17,40,37,36
Ccera-KW1744ext_PDI_extContig168_-_CDS,Nontoxin,Nontoxin,88105,108733,68033,103764,57154,62558,142320,226470
Ccera-CLP2105ngen_PDI-A3_ngenContig2209_-_CDS,Nontoxin,Nontoxin,14006,14990,8365,19960,12575,13973,10698,26145
Ccera-CLP2057ext_PDI-A4_ngenContig3116_-_CDS,Nontoxin,Nontoxin,16418,8186,7966,2532,8150,3514,6735,13887
Ccera-CLP2071ngen_PDI-A5_ngenContig2573_-_CDS,Nontoxin,Nontoxin,233,287,355,326,308,339,331,394
Ccera-CLP2057ext_PDI-A6_ngenContig3138_-_CDS,Nontoxin,Nontoxin,15879,9523,9872,4752,10203,11448,8051,10539
Ccera-CLP2065ngen_PDI-TMX3_ngenContig6233_-_CDS,Nontoxin,Nontoxin,75,112,117,102,122,75,147,143
Ccera-CLP2071ngen_PDZ11_ngenContig1463_-_CDS,Nontoxin,Nontoxin,25,44,18,26,23,24,28,27
Ccera-CLP2065ngen_PDZK1-1_ngenContig5906_-_CDS,Nontoxin,Nontoxin,62,33,43,90,52,33,71,172
Ccera-CLP2071ngen_Pelota_ngenContig6550_-_CDS,Nontoxin,Nontoxin,114,52,35,120,60,121,67,69
Ccera-CLP2057ext_PEN-2_ngenContig81_-_CDS,Nontoxin,Nontoxin,33,84,24,71,39,36,39,53
Ccera-CLP2065ngen_PepMethSulfRed_ngenContig2961_-_CDS,Nontoxin,Nontoxin,27,52,23,67,39,22,46,147
Ccera-CLP2071ngen_PepproCisIso2_ngenContig4600_-_CDS,Nontoxin,Nontoxin,169,271,138,363,141,263,329,427
Ccera-CLP2057ext_PeptidaseD_ngenContig834_-_CDS,Nontoxin,Nontoxin,186,208,198,366,211,263,284,257
Ccera-CLP2057ext_PeptideChainRelease1_ngenContig43_-_CDS,Nontoxin,Nontoxin,476,362,424,372,461,536,592,414
